100,100
900,1400
2400,2400
3500,3900
4300,4500
5000,5100
5400,5400
5700,6000
6300,6500
7200,7600
7900,7900
8600,8900
9600,10000
10300,10600
11300,11400
11800,12000
12800,13600
14200,14700
15500,15800
16100,16400
17100,17200
17500,17900
18200,18200
18900,19100
19400,19400
20100,20500
21000,21500
22000,22000
