100,100
1000,1100
1700,1700
2300,2300
2600,2800
3600,3600
3900,4000
4300,4400
4700,4900
5500,5800
7100,7100
7400,7400
7800,7800
8100,8100
8400,8900
9200,9300
10100,10200
10500,10500
11600,11700
12300,12600
13100,13300
13600,13600
14100,14100
14400,14400
14700,14800
15100,15100
15400,15400
15700,15900
16300,16300
