100,100
700,700
1800,2000
2300,2800
3100,3400
3700,3700
4800,4800
5100,5100
5500,5500
6000,6000
7300,7700
8500,8700
9600,9600
9900,10100
10700,10900
11200,11600
13300,13500
13800,13900
16400,16500
17200,17500
18100,18100
19400,19700
20100,20100
20400,20400
21300,21700
22000,22100
