1800,1800
2100,2100
2400,2700
3500,3900
4300,4300
5100,5100
5500,5500
6100,6100
6500,6500
7100,7200
7800,7800
8100,8200
8600,8800
9300,9300
10000,10100
11100,11300
11600,12000
12700,12700
15000,15500
16400,16400
17700,18200
18500,18500
19000,19000
20800,21100
22000,22000
22800,23000
23900,24100
