1,10
14,29
56,128
134,218
248,263
303,407
415,490
498,507
516,531
536,548
604,623
636,645
696,705
710,719
729,829
847,944
960,1035
1069,1087
1089,1136
1329,1373
1376,1453
1464,1557
1567,1576
1585,1675
1686,1732
1772,1805
1813,1823
1841,1859
1861,1870
1882,1893
1901,1914
1929,1942
1966,1986
2011,2059
2063,2108
2137,2222
2229,2320
2332,2386
