1700,1800
2700,2800
3300,3400
4600,4700
5000,5000
5500,5500
6300,6300
6700,6800
7100,7200
7900,8200
9300,9300
9600,10100
10600,11400
13500,13500
13800,13900
14400,14700
15000,15100
15700,15700
16000,16100
16800,17200
18100,18600
19100,19300
19900,19900
20200,20600
20900,21200
21500,21700
